datetime,locomotive_id,Latitude,Longitude,Altitude,Locomotive_Heading,Locomotive_Speed,primary_locomotive_speed
11/29/2025 0:06:54,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:55,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:56,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:57,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:58,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:06:59,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:07:00,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:07:01,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:07:02,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:07:03,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:07:04,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:07:05,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:07:06,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:07:07,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:07:08,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:07:09,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:07:10,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:07:11,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:07:12,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:07:13,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:07:14,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:07:15,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:07:16,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:07:17,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:07:18,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:07:19,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:07:20,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:07:21,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:07:22,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:07:23,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:07:24,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:07:25,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:07:26,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:07:27,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:07:28,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:07:29,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:07:30,BNSF8409,37.14041167,88.783535,81.3,155.3,0,
11/29/2025 0:07:31,BNSF8409,37.14041333,88.783535,81.3,155.3,0,
11/29/2025 0:07:32,BNSF8409,37.14041333,88.783535,81.3,155.3,0,
11/29/2025 0:07:33,BNSF8409,37.14041333,88.783535,81.3,155.3,0,
11/29/2025 0:07:34,BNSF8409,37.14041333,88.783535,81.3,155.3,0,
11/29/2025 0:07:35,BNSF8409,37.14041333,88.783535,81.3,155.3,0,
11/29/2025 0:07:36,BNSF8409,37.14041333,88.783535,81.3,155.3,0,
11/29/2025 0:07:37,BNSF8409,37.14041333,88.783535,81.3,155.3,0,
11/29/2025 0:07:38,BNSF8409,37.14041333,88.783535,81.3,155.3,0,
11/29/2025 0:07:39,BNSF8409,37.14041333,88.783535,81.3,155.3,0,
11/29/2025 0:07:40,BNSF8409,37.14041333,88.783535,81.3,155.3,0,
11/29/2025 0:07:41,BNSF8409,37.14041333,88.783535,81.3,155.3,0,
11/29/2025 0:07:42,BNSF8409,37.14041333,88.78353667,81.3,155.3,0,
11/29/2025 0:07:43,BNSF8409,37.14041333,88.78353667,81.3,155.3,0,
11/29/2025 0:07:44,BNSF8409,37.14041333,88.783535,81.3,155.3,0,
11/29/2025 0:07:45,BNSF8409,37.14041333,88.783535,81.3,155.3,0,
11/29/2025 0:07:46,BNSF8409,37.14041333,88.78353667,81.3,155.3,0,
11/29/2025 0:07:47,BNSF8409,37.14041333,88.78353667,81.3,155.3,0,
11/29/2025 0:07:48,BNSF8409,37.14041333,88.78353667,81.3,155.3,0,
11/29/2025 0:07:49,BNSF8409,37.14041333,88.78353667,81.2,155.3,0,
11/29/2025 0:07:50,BNSF8409,37.14041333,88.78353667,81.2,155.3,0,
11/29/2025 0:07:51,BNSF8409,37.14041333,88.78353667,81.2,155.3,0,
11/29/2025 0:07:52,BNSF8409,37.14041333,88.78353667,81.2,155.3,0,
11/29/2025 0:07:53,BNSF8409,37.14041333,88.78353667,81.2,155.3,0,
11/29/2025 0:07:54,BNSF8409,37.14041333,88.78353667,81.2,155.3,0,
11/29/2025 0:07:55,BNSF8409,37.14041333,88.78353667,81.2,155.3,0,
11/29/2025 0:07:56,BNSF8409,37.14041333,88.78353667,81.2,155.3,0,
11/29/2025 0:07:57,BNSF8409,37.14041333,88.783535,81.2,155.3,0,
11/29/2025 0:07:58,BNSF8409,37.14041333,88.783535,81.2,155.3,0,
11/29/2025 0:07:59,BNSF8409,37.14041333,88.783535,81.2,155.3,0,
11/29/2025 0:08:00,BNSF8409,37.14041333,88.78353667,81.2,155.3,0,
11/29/2025 0:08:01,BNSF8409,37.14041333,88.78353667,81.2,155.3,0,
11/29/2025 0:08:02,BNSF8409,37.14041333,88.78353667,81.2,155.3,0,
11/29/2025 0:08:03,BNSF8409,37.14041333,88.783535,81.2,155.3,0,
11/29/2025 0:08:04,BNSF8409,37.14041333,88.783535,81.2,155.3,0,
11/29/2025 0:08:05,BNSF8409,37.14041333,88.783535,81.2,155.3,0,
11/29/2025 0:08:06,BNSF8409,37.14041333,88.783535,81.2,155.3,0,
11/29/2025 0:08:07,BNSF8409,37.14041333,88.78353667,81.2,155.3,0,
11/29/2025 0:08:08,BNSF8409,37.14041333,88.78353667,81.2,155.3,0,
11/29/2025 0:08:09,BNSF8409,37.14041333,88.78353667,81.2,155.3,0,
11/29/2025 0:08:10,BNSF8409,37.14041333,88.78353667,81.2,155.3,0,
11/29/2025 0:08:11,BNSF8409,37.14041333,88.783535,81.2,155.3,0,
11/29/2025 0:08:12,BNSF8409,37.14041333,88.783535,81.2,155.3,0,
11/29/2025 0:08:13,BNSF8409,37.14041333,88.78353667,81.2,155.3,0,
11/29/2025 0:08:14,BNSF8409,37.14041333,88.78353667,81.1,155.3,0,
11/29/2025 0:08:15,BNSF8409,37.14041333,88.78353667,81.1,155.3,0,
11/29/2025 0:08:16,BNSF8409,37.14041333,88.783535,81.1,155.3,0,
11/29/2025 0:08:17,BNSF8409,37.14041333,88.78353667,81.1,155.3,0,
11/29/2025 0:08:18,BNSF8409,37.14041333,88.78353667,81.1,155.3,0,
11/29/2025 0:08:19,BNSF8409,37.14041333,88.78353667,81.1,155.3,0,
11/29/2025 0:08:20,BNSF8409,37.14041333,88.78353667,81.1,155.3,0,
11/29/2025 0:08:21,BNSF8409,37.14041333,88.78353667,81.1,155.3,0,
11/29/2025 0:08:22,BNSF8409,37.14041333,88.78353667,81.1,155.3,0,
11/29/2025 0:08:23,BNSF8409,37.14041333,88.783535,81.1,155.3,0,
11/29/2025 0:08:24,BNSF8409,37.14041333,88.783535,81.1,155.3,0,
11/29/2025 0:08:25,BNSF8409,37.14041333,88.783535,81.1,155.3,0,
11/29/2025 0:08:26,BNSF8409,37.14041333,88.783535,81.1,155.3,0,
11/29/2025 0:08:27,BNSF8409,37.14041333,88.783535,81.1,155.3,0,
11/29/2025 0:08:28,BNSF8409,37.14041333,88.783535,81.1,155.3,0,
11/29/2025 0:08:29,BNSF8409,37.14041333,88.783535,81.1,155.3,0,
11/29/2025 0:08:30,BNSF8409,37.14041167,88.783535,81.1,155.3,0,
11/29/2025 0:08:31,BNSF8409,37.14041167,88.783535,81.1,155.3,0,
11/29/2025 0:08:32,BNSF8409,37.14041167,88.783535,81.1,155.3,0,
11/29/2025 0:08:33,BNSF8409,37.14041167,88.783535,81.1,155.3,0,
11/29/2025 0:08:34,BNSF8409,37.14041167,88.783535,81.2,155.3,0,
11/29/2025 0:08:35,BNSF8409,37.14041167,88.783535,81.2,155.3,0,
11/29/2025 0:08:36,BNSF8409,37.14041167,88.783535,81.2,155.3,0,
11/29/2025 0:08:37,BNSF8409,37.14041167,88.783535,81.2,155.3,0,
11/29/2025 0:08:38,BNSF8409,37.14041167,88.783535,81.2,155.3,0,
11/29/2025 0:08:39,BNSF8409,37.14041167,88.783535,81.2,155.3,0,
11/29/2025 0:08:40,BNSF8409,37.14041167,88.78353667,81.2,155.3,0,
11/29/2025 0:08:41,BNSF8409,37.14041167,88.78353667,81.2,155.3,0,
11/29/2025 0:08:42,BNSF8409,37.14041167,88.78353667,81.2,155.3,0,
11/29/2025 0:08:43,BNSF8409,37.14041167,88.78353667,81.2,155.3,0,
11/29/2025 0:08:44,BNSF8409,37.14041167,88.78353667,81.2,155.3,0,
11/29/2025 0:08:45,BNSF8409,37.14041167,88.78353667,81.2,155.3,0,
11/29/2025 0:08:46,BNSF8409,37.14041167,88.78353667,81.2,155.3,0,
11/29/2025 0:08:47,BNSF8409,37.14041333,88.78353667,81.2,155.3,0,
11/29/2025 0:08:48,BNSF8409,37.14041333,88.78353667,81.2,155.3,0,
11/29/2025 0:08:49,BNSF8409,37.14041333,88.78353667,81.2,155.3,0,
11/29/2025 0:08:50,BNSF8409,37.14041333,88.78353667,81.2,155.3,0,
11/29/2025 0:08:51,BNSF8409,37.14041333,88.78353667,81.2,155.3,0,
11/29/2025 0:08:52,BNSF8409,37.14041333,88.78353667,81.2,155.3,0,
11/29/2025 0:08:53,BNSF8409,37.14041333,88.78353667,81.2,155.3,0,
11/29/2025 0:08:54,BNSF8409,37.14041333,88.78353667,81.3,155.3,0,
11/29/2025 0:08:55,BNSF8409,37.14041333,88.78353667,81.3,155.3,0,
11/29/2025 0:08:56,BNSF8409,37.14041333,88.78353833,81.3,155.3,0,
11/29/2025 0:08:57,BNSF8409,37.14041333,88.78353833,81.3,155.3,0,
